_id,OBJECTID,Animal_Lab_ID,Event,Date,SpeciesNameEng,RegionEng,Species,SettlementEng,LocationNotSettlementEng,Year
1196,171,A0020236 ,8.0,2008-10-28,Dog,Galil Golan,VII,Sha'Ar Hagolan,,2008
1197,237,A0019569 ,7.0,2008-10-15,Fox,Negev,III,Otni'El,,2008
1198,240,A0017171 ,6.0,2008-09-04,Dog,Galil Golan,VII,Kefar Haruv,,2008
1199,235,A0013508 ,4.0,2008-07-13,Fox,Shfela Vahar,III,Allon Shevut,,2008
1200,183,A0012337 ,3.0,2008-06-24,Dog,Galil Golan,VII,Sede Nehemya,,2008
1201,186,A0010850 ,2.0,2008-05-26,Dog,Galil Golan,VII,Hagosherim,,2008
1202,213,573959 ,15.0,2007-12-30,Fox,Galil Golan,,Mishmar Hayarden,,2007
1203,270,A00003653,14.0,2007-12-04,Dog,Galil Golan,,Majdal Shams,,2007
1204,272,A00003382,13.0,2007-11-23,Cattle,Galil Golan,,Senir,,2007
1205,266, 568674,12.0,2007-10-28,Fox,Galil Golan,,Merom Golan,,2007
1206,274,567923,11.0,2007-10-17,Dog,Galil Golan,,,Matsok Orvim,2007
1207,269,567901,10.0,2007-10-17,Dog,Galil Golan,,Majdal Shams,,2007
1208,273,567414,9.0,2007-10-12,Dog,Galil Golan,,Mas'Ade,,2007
1209,268,567413,8.0,2007-10-12,Dog,Galil Golan,,Majdal Shams,,2007
1210,271,567077,7.0,2007-10-10,Fox,Galil Golan,,Senir,,2007
1211,263,564429 ,6.0,2007-09-04,Fox,Galil Golan,,Kefar Szold,,2007
1212,265, 563231,5.0,2007-08-21,Dog,Galil Golan,,Senir,,2007
1213,267,553946 ,4.0,2007-05-29,Dog,Galil Golan,,Majdal Shams,,2007
1214,262,548875 ,3.0,2007-04-16,Mongoose,Galil Golan,,Dan,,2007
1215,264,548059 ,2.0,2007-04-06,Jackal,Galil Maaravi,,Shetula,,2007
1216,189,547828,1.0,2007-04-02,Dog,Galil Golan,,Lahavot Habashan,,2007
1217,238,529934,9.0,2006-10-24,Fox,Galil Golan,I,Buq'Ata,,2006
1218,220,526853,8.0,2006-09-26,Dog,Galil Golan,VII,Senir,,2006
1219,214,525355,7.0,2006-09-12,Cattle,Galil Maaravi,VII,Ya'Ara,,2006
1220,241,518381,5.0,2006-07-10,Horse,Galil Golan,I,Qeshet,,2006
1221,249,513381,4.0,2006-05-25,Dog,Galil Golan,VII,Merom Golan,,2006
1222,242,509455,3.0,2006-04-23,Dog,Galil Golan,I,Yonatan,,2006
1223,204, 509069,2.0,2006-04-16,Dog,Galil Golan,VII,Meron,,2006
1224,188,503563,1.0,2006-02-28,Dog,Galil Golan,VII,Shamir,,2006
1225,461,A00347252,7.0,2019-04-03,Dog,Galil Golan,VII B,Kafar Kama,,2019
1226,463,A00344755,6.0,2019-03-06,Jackal,Amakim,VII B,Newe Etan,,2019
1227,460,A00343532,5.0,2019-02-24,Dog,Amakim,VII A,Gan Ner,,2019
1228,458,A00339385,3.0,2019-01-13,Dog,Hasharon,VII B,Daliyat Al-Karmel,,2019
1229,459,A00339387,4.0,2019-01-13,Jackal,Galil Golan,VII A,Yiftah,,2019
1230,457,A00339149,2.0,2019-01-12,Dog,Hasharon,VII B,Isifya,,2019
1231,456,A00339080,1.0,2019-01-09,Dog,Hasharon,VII B,Daliyat Al-Karmel,,2019
1232,455,A00336706,60.0,2018-12-11,Jackal,Galil Golan,VII A,Dan,,2018
1233,453,A00333805,59.0,2018-11-05,Jackal,Galil Golan,VII A,Dan,,2018
1234,451,A00330739,57.0,2018-10-02,Jackal,Amakim,VII B,Nir Dawid (Tel Amal),,2018
1235,452,A00330566,56.0,2018-09-26,Jackal,Amakim,VII B,Nir Dawid (Tel Amal),,2018
1236,450,A00327125,55.0,2018-08-07,Jackal,Galil Golan,VII B,Tel Qazir,,2018
1237,449,A00325845,54.0,2018-07-22,Dog,Galil Golan,VII A,Gonen,,2018
1238,448,A00324471,53.0,2018-07-04,Jackal,Amakim,VII B,Ma'Oz Hayyim,,2018
1239,447,​​A00322936,52.0,2018-06-14,Jackal,Galil Golan,VII A,Dovev,,2018
1240,33,A00322149,51.0,2018-06-04,Jackal,Galil Golan,VII B,Mevo Hamma,,2018
1241,22,A00320347,50.0,2018-05-12,Cattle,Hasharon,VII B,Basma,,2018
1242,20,A00320155,48.0,2018-05-08,Dog,Hasharon,VII B,Daliyat Al-Karmel,,2018
1243,21,A00320156,49.0,2018-05-08,Dog,Galil Golan,VII A,Dovev,,2018
1244,19,A00319720,47.0,2018-05-02,Dog,Hasharon,VII B,Daliyat Al-Karmel,,2018
1245,18,A00319738,46.0,2018-05-02,Horse,Hasharon,VII B,Basma,,2018
1246,17,A00319596,45.0,2018-05-01,Jackal,Amakim,VII B,Nahalal,,2018
1247,16,A00318829,44.0,2018-04-23,Sheep,Galil Golan,VII A,Ghajar,,2018
1248,454,A00317604,43.0,2018-04-08,Badger,Galil Golan,VII A,Yesud Hama'Ala,,2018
1249,15,A00317549,42.0,2018-04-04,Jackal,Galil Golan,VII A,Yuval,,2018
1250,14,A00317493,41.0,2018-03-29,Dog,Hasharon,VII B,Isifya,,2018
1251,30,A00317097,40.0,2018-03-24,Jackal,Amakim,VII B,Yardena,,2018
1252,31,A00316971,39.0,2018-03-21,Jackal,Amakim,VII B,Kefar Yehoshua,,2018
1253,13,A00316665,38.0,2018-03-19,Dog,Galil Golan,VII A,Zefat,,2018
1254,12,A00316149,37.0,2018-03-12,Jackal,Amakim,VII B,Bet She'Arim,,2018
1255,10,A00315920,36.0,2018-03-08,Jackal,Amakim,VII B,Sandala,,2018
1256,11,A00315604,34.0,2018-03-05,Jackal,Amakim,VII B,Nir Dawid (Tel Amal),,2018
1257,32,A00315607,35.0,2018-03-04,Jackal,Amakim,VII B,Sarid,,2018
1258,26,A00315167,31.0,2018-02-26,Jackal,Amakim,VII B,Mishmar Haemeq,,2018
1259,25,A00315169,32.0,2018-02-25,Jackal,Amakim,VII B,Megiddo,,2018
1260,24,A00315175,33.0,2018-02-25,Cattle,Amakim,VII B,Kefar Yehoshua,,2018
1261,28,A00314818,29.0,2018-02-21,Jackal,Amakim,VII B,Hayogev,,2018
1262,27,A00314819,30.0,2018-02-21,Cattle,Amakim,VII B,Bet She'Arim,,2018
1263,29,A00314715,28.0,2018-02-20,Jackal,Amakim,VII B,Kefar Ruppin,,2018
1264,9,A00314141,27.0,2018-02-12,Jackal,Amakim,VII B,Nir Dawid (Tel Amal),,2018
1265,445,​​A00313698​​,26.0,2018-02-06,Jackal,Hasharon,VII B,Tayibe,,2018
1266,8,A00313698,26.0,2018-02-06,Jackal,Amakim,VII B,Tayibe(Baemeq),,2018
1267,7,A00313586,25.0,2018-02-05,Jackal,Galil Golan,VII B,Menahemya,,2018
1268,6,A00313444,24.0,2018-02-04,Jackal,Hasharon,VII B,Omez,,2018
1269,4,A00313049,22.0,2018-01-30,Jackal,Amakim,VII B,Sede Eliyyahu,,2018
1270,5,A00313050,23.0,2018-01-30,Jackal,Galil Maaravi,VII B,Bet She'Arim,,2018
1271,50,A00313015 ,21.0,2018-01-29,Jackal,Amakim,VII B,Nir Dawid (Tel Amal),,2018
1272,47,A00312426 ,18.0,2018-01-22,Jackal,Galil Golan,I,Sha'Ar Hagolan,,2018
1273,48,A00312428 ,19.0,2018-01-22,Jackal,Amakim,VII B,En Harod(Me'Uhad),,2018
1274,49,A00312415 ,20.0,2018-01-22,Jackal,Amakim,VII B,Kefar Ruppin,,2018
1275,3,A00312287,17.0,2018-01-21,Cattle,Galil Golan,VII A,Kefar Szold,,2018
1276,446,​​A00312287​​​​,17.0,2018-01-21,Cattle,Galil Golan,VII A,Kefar Szold,,2018
1277,23,A00312161,16.0,2018-01-18,Cattle,Amakim,VII B,Basma,,2018
1278,46,A00311903 ,15.0,2018-01-16,Jackal,Amakim,VII B,En Harod(Me'Uhad),,2018
1279,2,A00311549,14.0,2018-01-14,Jackal,Galil Golan,VII B,Menahemya,,2018
1280,43,A00311405 ,11.0,2018-01-10,Jackal,Galil Golan,VII B,Menahemya,,2018
1281,44,A00311410 ,12.0,2018-01-10,Jackal,Amakim,VII B,Kefar Barukh,,2018
1282,45,A00311419 ,13.0,2018-01-10,Cattle,Amakim,VII B,Nahalal,,2018
1283,1,A00311272,10.0,2018-01-09,Cattle,Amakim,VII B,Nahalal,,2018
1284,42,A00311161 ,9.0,2018-01-08,Jackal,Amakim,VII B,Nahalal,,2018
1285,41,A00310989 ,8.0,2018-01-07,Jackal,Galil Golan,VII B,Kefar Tavor,,2018
1286,39,A00310885 ,6.0,2018-01-04,Jackal,Amakim,VII B,Tirat Zevi,,2018
1287,40,A00310882 ,7.0,2018-01-04,Jackal,Amakim,VII B,Kefar Barukh,,2018
1288,37,A00310564 ,4.0,2018-01-02,Jackal,Amakim,VII B,Kefar Yehoshua,,2018
1289,38,A00310566 ,5.0,2018-01-02,Jackal,Amakim,VII B,Kefar Yehoshua,,2018
1290,34,A00310420 ,1.0,2018-01-01,Jackal,Amakim,VII B,Kefar Ruppin,,2018
1291,35,A00310423 ,2.0,2018-01-01,Jackal,Amakim,VII B,Ma'Oz Hayyim,,2018
1292,36,A00310447 ,3.0,2018-01-01,Jackal,Amakim,VII B,Sheluhot,,2018
1293,122,A00310277,74.0,2017-12-31,Jackal,Galil Golan,I,Amir,,2017
1294,121,A00310145,73.0,2017-12-28,Dog,Galil Golan,VII B,Yavne'El,,2017
1295,120,A00310163 ,72.0,2017-12-28,Jackal,Amakim,VII B,Midrakh Oz,,2017
1296,119,A00310037 ,71.0,2017-12-27,Jackal,Amakim,VII B,Bet Hashitta,,2017
1297,117,A00309721 ,69.0,2017-12-25,Jackal,Hasharon,VII B,Yoqne'Am(Moshava),,2017
1298,118,A00309718 ,70.0,2017-12-25,Jackal,Amakim,VII B,Tel Yosef,,2017
1299,116,A00309501 ,68.0,2017-12-22,Jackal,Amakim,VII B,Yoqne'Am(Moshava),,2017
1300,115,A00308988,67.0,2017-12-19,Jackal,Amakim,VII B,Kefar Yehoshua,,2017
1301,114,A00308957 ,66.0,2017-12-18,Jackal,Amakim,VII B,Yardena,,2017
1302,113,A00308873 ,65.0,2017-12-17,Cattle,Amakim,VII B,Nahalal,,2017
1303,108,A00308237 ,60.0,2017-12-11,Jackal,Amakim,VII B,Tel Te'Omim,,2017
1304,109,A00308238 ,61.0,2017-12-11,Jackal,Amakim,VII B,Hefzi-Bah,,2017
1305,110,A00308239 ,62.0,2017-12-11,Jackal,Amakim,VII B,Hefzi-Bah,,2017
1306,111,A00308243,63.0,2017-12-11,Jackal,Amakim,VII B,Nurit,,2017
1307,112,A00308374,64.0,2017-12-11,Jackal,Amakim,VII B,Perazon,,2017
1308,107,A00308070 ,59.0,2017-12-10,Dog,Hasharon,VII B,Basma,,2017
1309,106,A00307762 ,58.0,2017-12-06,Jackal,Amakim,VII B,Gid'Ona,,2017
1310,105,A00307755 ,57.0,2017-12-05,Dog,Amakim,VII B,Afula,,2017
1311,103,A00307546,56.0,2017-12-04,Jackal,Hasharon,VII B,Bat Shelomo,,2017
1312,104,A00307547,55.0,2017-12-04,Jackal,Amakim,VII B,Yoqne'Am(Moshava),,2017
1313,102,A00307402,54.0,2017-12-03,Jackal,Amakim,VII B,Moledet,,2017
1314,124,A00307236 ,52.0,2017-11-30,Cattle,Amakim,VII B,En Hashofet,,2017
1315,101,A00307240 ,53.0,2017-11-30,Jackal,Amakim,VII B,Ramat Hashofet,,2017
1316,100,A00307111 ,51.0,2017-11-29,Jackal,Amakim,VII B,Nahalal,,2017
1317,99,A00307051 ,50.0,2017-11-29,Jackal,Amakim,VII B,Nir Dawid (Tel Amal),,2017
1318,98,A00307054 ,49.0,2017-11-29,Cattle,Amakim,VII B,En Hashofet,,2017
1319,97,A00306869 ,48.0,2017-11-27,Dog,Amakim,VII B,Ramat Hashofet,,2017
1320,123,A00306724 ,47.0,2017-11-26,Dog,Amakim,VII B,Gid'Ona,,2017
1321,96,A00306447 ,46.0,2017-11-22,Jackal,Amakim,VII B,Newe Etan,,2017
1322,94,A00306315 ,44.0,2017-11-21,Jackal,Amakim,VII B,Yoqne'Am(Moshava),,2017
1323,95,A00306323 ,45.0,2017-11-21,Jackal,Amakim,VII B,Sede Terumot,,2017
1324,93,A00305789 ,43.0,2017-11-16,Cattle,Amakim,VII B,Yoqne'Am(Moshava),,2017
1325,92,A00305664 ,42.0,2017-11-15,Cat,Amakim,VII B,Gan Ner,,2017
1326,91,A00305504 ,41.0,2017-11-14,Jackal,Amakim,VII B,Ramat Hashofet,,2017
1327,90,A00305400 ,40.0,2017-11-13,Cat,Amakim,VII B,Gan Ner,,2017
1328,89,A00305395 ,39.0,2017-11-13,Jackal,Amakim,VII B,Gid'Ona,,2017
1329,88,A00305161 ,38.0,2017-11-12,Sheep,Amakim,VII B,Ramat Zevi,,2017
1330,87,A00304896,37.0,2017-11-08,Cattle,Amakim,VII B,Yardena,,2017
1331,86,A00304876,36.0,2017-11-07,Jackal,Amakim,VII B,En Hashofet,,2017
1332,85,A00304484,35.0,2017-11-05,Jackal,Amakim,VII B,Bet She'An,,2017
1333,84,A00304380,34.0,2017-11-02,Jackal,Amakim,VII B,Afula,,2017
1334,83,A00303627,33.0,2017-10-26,Jackal,Amakim,VII B,Merhavya(Qibbuz),,2017
1335,82,A00303739 ,32.0,2017-10-26,Jackal,Amakim,VII B,Perazon,,2017
1336,81,A00303264,31.0,2017-10-23,Jackal,Amakim,VII B,Bet She'An,,2017
1337,80,A00303270,30.0,2017-10-23,Cattle,Amakim,VII B,Yardena,,2017
1338,79,A00303261,27.0,2017-10-23,Jackal,Amakim,VII B,Yardena,,2017
1339,78,A00303259,29.0,2017-10-23,Jackal,Amakim,VII B,Yardena,,2017
1340,77,A00303258,28.0,2017-10-23,Cattle,Amakim,VII B,Yardena,,2017
1341,76,A00303255,26.0,2017-10-23,Cattle,Amakim,VII B,Yardena,,2017
1342,75,A00303256,25.0,2017-10-23,Cattle,Amakim,VII B,Yardena,,2017
1343,74,A00303009,24.0,2017-10-22,Cattle,Amakim,VII B,Yardena,,2017
1344,73,A00303008,23.0,2017-10-22,Cattle,Amakim,VII B,Yardena,,2017
1345,72,A00302213,22.0,2017-10-15,Jackal,Amakim,VII B,Nir Dawid (Tel Amal),,2017
1346,71,A00301953,21.0,2017-10-08,Jackal,Amakim,VII B,Merhavya(Qibbuz),,2017
1347,70,A00301951,20.0,2017-10-08,Jackal,Amakim,VII B,Hamadya,,2017
1348,69,A00300817,19.0,2017-09-19,Jackal,Galil Golan,VII A,She'Ar Yashuv,,2017
1349,68,A00300048,18.0,2017-09-10,Jackal,Galil Golan,VII A,Hagosherim,,2017
1350,67,A00299866,17.0,2017-09-06,Jackal,Galil Golan,VII A,She'Ar Yashuv,,2017
1351,66,A00298899,16.0,2017-08-23,Jackal,Galil Golan,VII A,Yesud Hama'Ala,,2017
1352,65,A00298319,15.0,2017-08-15,Jackal,Galil Golan,VII A,Dan,,2017
1353,64,A00296720,14.0,2017-07-23,Jackal,Galil Golan,VII A,Dan,,2017
1354,63,A00294273,13.0,2017-06-18,Jackal,Amakim,VII B,Hamadya,,2017
1355,62,A00292656,12.0,2017-05-25,Dog,Galil Maaravi,VII A,Kisra-Sumei,,2017
1356,61,A00291777,11.0,2017-05-17,Dog,Amakim,VII B,Tamra (Yizre'El),,2017
1357,60,A00288836,10.0,2017-04-18,Cattle,Galil Golan,VII B,,Sirin,2017
1358,59,A00288746,9.0,2017-04-12,Dog,Galil Maaravi,VII A,Shelomi,,2017
1359,58,A00286461,8.0,2017-03-19,Cattle,Galil Golan,VII A,Shamir,,2017
1360,57,A00285326,7.0,2017-03-05,Dog,Galil Maaravi,VII A,Aramsha,,2017
1361,56,A00285002,6.0,2017-02-28,Jackal,Galil Golan,VII A,Dan,,2017
1362,55,A00283619,5.0,2017-02-09,Jackal,Galil Golan,VII B,Kefar Kisch,,2017
1363,53,A00282774,4.0,2017-02-03,Dog,Galil Golan,VII A,Sede Nehemya,,2017
1364,52,A00281474,3.0,2017-01-30,Cattle,Galil Golan,VII B,,Sirin,2017
1365,54,A00281465,2.0,2017-01-15,Jackal,Galil Golan,VII B,Menahemya,,2017
1366,51,A00281434,1.0,2017-01-12,Jackal,Galil Maaravi,VII A,Me'Ona,,2017
1367,195,A00280235,29.0,2016-12-28,Dog,Galil Maaravi,VII A,Hurfeish,,2016
1368,407,A00280040,28.0,2016-12-26,Fox,Negev,V,Yotvata,,2016
1369,225,A00278432,26.0,2016-12-11,Dog,Galil Maaravi,VII A,Kefar Weradim,,2016
1370,402,A00278493,27.0,2016-12-11,Fox,Negev,V,Yotvata,,2016
1371,221,A00277340,25.0,2016-11-28,Fox,Negev,V,Zofar,,2016
1372,211,A00276260,24.0,2016-11-15,Fox,Galil Golan,I,Kerem Ben Zimra,,2016
1373,205,A00272782 ,23.0,2016-09-30,Dog,Galil Golan,I,Kefar Hoshen,,2016
1374,401,A00272783,23.0,2016-09-30,Dog,Galil Golan,I,Kefar Hoshen,,2016
1375,403,A00272781 ,22.0,2016-09-30,Jackal,Galil Maaravi,VII A,Ma'Alot-Tarshiha,,2016
1376,409,A00271953,21.0,2016-09-22,Fox,Galil Golan,I,Metula,,2016
1377,166,A00​271598,20.0,2016-09-19,Jackal,Galil Golan,VII B,Afiqim,,2016
1378,408,A00271445,19.0,2016-09-18,Fox,Galil Golan,I,Metula,,2016
1379,200,A00270091,18.0,2016-08-31,Jackal,Galil Maaravi,VII A,Me'Ona,,2016
1380,210,A00269944,17.0,2016-08-30,Dog,Galil Maaravi,VII A,Hosen,,2016
1381,253,A00269112,16.0,2016-08-19,Cattle,Galil Golan,VII A,Ghajar,,2016
1382,398,A00267273001,15.0,2016-07-29,Dog,Amakim,VII A,Hamadya,,2016
1383,397,A00263334001,14.0,2016-06-16,Dog,Galil Golan,VII A,Metula,,2016
1384,251,A00259228,13.0,2016-04-27,Cattle,Galil Golan,VII B,Mevo Hamma,,2016
1385,406,A00258021,12.0,2016-04-12,Fox,Negev,V,Yotvata,,2016
1386,203,A00257556,11.0,2016-04-05,Dog,Galil Maaravi,VII A,Elqosh,,2016
1387,218,A00256749,10.0,2016-03-28,Dog,Galil Maaravi,VII A,Ma'Alot-Tarshiha,,2016
1388,410,A00256023,9.0,2016-03-16,Cattle,Galil Maaravi,VII A,Fassuta,,2016
1389,412,A00253203,8.0,2016-02-15,Jackal,Galil Golan,VII A,Qiryat Shemona,,2016
1390,411,A00252850,7.0,2016-02-10,Horse,Galil Golan,I,Qiryat Shemona,,2016
1391,405,A00252733,6.0,2016-02-09,Dog,Galil Golan,VII A,Qiryat Shemona,,2016
1392,399,A00252285,5.0,2016-02-04,Cattle,Galil Maaravi,VII A,Fassuta,,2016
1393,404,A00251787,4.0,2016-01-31,Dog,Galil Golan,VII A,Dishon,,2016
1394,194,A00250591,2.0,2016-01-17,Dog,Galil Golan,VII A,Jish(Gush Halav),,2016
1395,400,A11541124,1.0,2016-01-07,Cattle,Galil Golan,VII A,Malkiyya,,2016
1396,383,A00248754,27.0,2015-12-27,Cattle,Galil Golan,VII,Malkiyya,,2015
1397,386,A00248021,26.0,2015-12-17,Cattle,Galil Golan,I,Mas'Ade,,2015
1398,393,A00247459,25.0,2015-12-12,Jackal,Galil Maaravi,VII,Shetula,,2015
1399,394,A00246969,24.0,2015-12-07,Jackal,Galil Maaravi,I,Shetula,,2015
1400,396,A00246111,23.0,2015-11-30,Dog,Galil Golan,VIIA,Yir'On,,2015
1401,387,A00245754,21.0,2015-11-24,Cattle,Galil Golan,VII,Kefar Szold,,2015
1402,381,A00245755,22.0,2015-11-24,Cattle,Galil Golan,I,Kefar Szold,,2015
1403,391,A00245753,20.0,2015-11-23,Cattle,Galil Golan,I,Mas'Ade,,2015
1404,388,A00242858,19.0,2015-10-23,Dog,Galil Golan,VII,Kefar Szold,,2015
1405,207,A00242714,18.0,2015-10-21,Dog,Galil Golan,VII,Yir'On,,2015
1406,382,A00242036,17.0,2015-10-13,Cattle,Galil Golan,VII,Shamir,,2015
1407,217,A00241304,16.0,2015-10-07,Jackal,Galil Maaravi,VII,Shetula,,2015
1408,257,A00240773,15.0,2015-09-24,Badger,Galil Golan,VII,Ramot,,2015
1409,392,A00239012,14.0,2015-08-31,Dog,Galil Golan,VII,Mas'Ade,,2015
1410,222,A00235933,13.0,2015-07-27,Fox,Negev,VII,Samar,,2015
1411,206,A00235454,12.0,2015-07-21,Cattle,Galil Maaravi,VII,Shomera,,2015
1412,413,"A00232108
",11.0,2015-06-15,Dog,Galil Maaravi,VII,Abbirim,,2015
1413,384,A00230844,10.0,2015-06-01,Dog,Galil Golan,VII,Meron,,2015
1414,389,A00230474,9.0,2015-05-27,Dog,Galil Golan,VII,Meron,,2015
1415,390,A00229771,8.0,2015-05-19,Dog,Galil Golan,VII,Meron,,2015
1416,219,A00229689,7.0,2015-05-19,Dog,Galil Maaravi,VII,Adamit,,2015
1417,395,A00229546,6.0,2015-05-16,Wolf,Galil Golan,VII,Ein Qiniyye,,2015
1418,385,A00222839,5.0,2015-02-19,Dog,Galil Golan,VII,Dishon,,2015
1419,246,A00221830,4.0,2015-02-08,Cat,Galil Golan,VII,Natur,,2015
1420,245,A00221303,3.0,2015-02-02,Wolf,Galil Golan,VII,Odem,,2015
1421,154,A00221167,2.0,2015-01-30,Dog,Galil Golan,VII,Metula,,2015
1422,374,A00218962,14.0,2014-12-31,Dog,Galil Golan,VII,Sha'Al,,2014
1423,216,A00218379,13.0,2014-12-28,Fox,Negev,I,Yotvata,,2014
1424,379,A00217540,11.0,2014-12-17,Wolf,Galil Golan,VII,Buq'Ata,,2014
1425,377,A00217539,10.0,2014-12-17,Wolf,Galil Golan,VII,Mas'Ade,,2014
1426,373,A00217549,12.0,2014-12-17,Dog,Galil Golan,VII,Lahavot Habashan,,2014
1427,375,A00215280,9.0,2014-11-21,Dog,Galil Golan,VII,Allone Habashan,,2014
1428,380,A00214486,8.0,2014-11-12,Wolf,Galil Golan,VII,Dan,,2014
1429,378,A00214084,7.0,2014-11-09,Jackal,Galil Golan,VII,Lahavot Habashan,,2014
1430,223,A00210619,6.0,2014-09-23,Fox,Negev,I,Yahel,,2014
1431,376,A00209626,5.0,2014-09-11,Jackal,Galil Golan,VII,Merom Golan,,2014
1432,372,A00209101,4.0,2014-09-09,Badger,Galil Golan,VII,Shamir,,2014
1433,170,A00193267,3.0,2014-03-06,Wolf,Galil Golan,VII,Ginnosar,,2014
1434,256,A00189879,2.0,2014-01-30,Cattle,Galil Golan,VII,Ramat Magshimim,,2014
1435,134,A00182564,116.0,2013-11-03,Cattle,Amakim,VII,Kefar Yehoshua,,2013
1436,133,A00182563,115.0,2013-11-03,Cattle,Amakim,VII,Kefar Yehoshua,,2013
1437,141,A00182394,26.0,2013-10-30,Dog,Hasharon,VII,Pardes Hanna-Karkur,,2013
1438,146,A00160191,128.0,2013-10-02,Dog,Galil Golan,VII,Qidmat Zevi,,2013
1439,145,A00160170,127.0,2013-10-02,Cattle,Galil Golan,VII,Qidmat Zevi,,2013
1440,131,A00179673,24.0,2013-09-30,Cattle,Amakim,I,Bet Zeid,,2013
1441,132,A00179680,25.0,2013-09-30,Cattle,Amakim,I,Kefar Yehoshua,,2013
1442,152,A00178189,134.0,2013-09-08,Dog,Galil Golan,VII,Sha'Al,,2013
1443,151,A00178186,133.0,2013-09-08,Dog,Galil Golan,VII,Sha'Al,,2013
1444,126,A00177353,21.0,2013-08-26,Jackal,Galil Golan,I,Ortal,,2013
1445,128,A00171915,109.0,2013-06-24,Dog,Galil Golan,VII,Eli-Ad,,2013
1446,138,A00157340,120.0,2013-06-01,Wolf,Galil Golan,VII,Merom Golan,,2013
1447,130,A00169651,111.0,2013-05-30,Dog,Galil Golan,VII,Ani'Am,,2013
1448,147,A00168537,18.0,2013-05-20,Dog,Galil Golan,VII,Dan,,2013
1449,149,A00168251,131.0,2013-05-16,Dog,Galil Golan,VII,Senir,,2013
1450,150,A00159878,132.0,2013-05-02,Dog,Galil Golan,VII,Sha'Al,,2013
1451,144,A00159861,126.0,2013-05-02,Cattle,Galil Golan,VII,Qidmat Zevi,,2013
1452,140,A00166971,16.0,2013-05-01,Dog,Amakim,VII,Newe Ur,,2013
1453,148,A00166686,130.0,2013-04-29,Dog,Galil Golan,VII,Qeshet,,2013
1454,129,A00165925,14.0,2013-04-22,Dog,Galil Golan,VII,Ani'Am,,2013
1455,135,A00164350,117.0,2013-04-03,Horse,Galil Golan,VII,Majdal Shams,,2013
1456,127,A00163886,108.0,2013-03-24,Dog,Galil Golan,VII,Eli-Ad,,2013
1457,137,A00163015,11.0,2013-03-13,Dog,Galil Golan,VII,Mas'Ade,,2013
1458,125,A00162598,106.0,2013-03-10,Dog,Galil Golan,VII,Avne Etan,,2013
1459,139,A00162218,121.0,2013-03-05,Cattle,Galil Golan,VII,Merom Golan,,2013
1460,136,A00161890,8.0,2013-02-28,Dog,Shfela Vahar,VII,Peza'El,,2013
1461,142,A00160704,7.0,2013-02-14,Dog,Galil Golan,VII,,Beit Ha'Meches,2013
1462,143,A00159375,2.0,2013-01-28,Cattle,Galil Golan,VII,Qidmat Zevi,,2013
1463,248,A00154882,24.0,2012-12-09,Dog,Galil Golan,V7,Qazrin,,2012
1464,355,A00154876,23.0,2012-12-09,Dog,Galil Golan,V7,,Matsok Orvim,2012
1465,192,A00149422,22.0,2012-10-10,Cattle,Amakim,V7,Yizre'El,,2012
1466,356,A00147611,20.0,2012-09-10,Cattle,Galil Golan,V7,,Ramat Sirin,2012
1467,365,A00143617,19.0,2012-07-23,Cattle,Galil Golan,V7,,Ramat Sirin,2012
1468,371,A00142971,18.0,2012-07-16,Dog,Galil Golan,V7,Sha'Al,,2012
1469,190,A00141529,17.0,2012-06-29,Cattle,Galil Golan,V7,Kefar Kisch,,2012
1470,360,A00140981,16.0,2012-06-26,Cattle,Galil Golan,V7,Shadmot Devora,,2012
1471,366,A00141128,15.0,2012-06-26,Cattle,Galil Golan,V7,,Ramat Sirin,2012
1472,370,A00140975,13.0,2012-06-25,Dog,Galil Golan,V7,Majdal Shams,,2012
1473,359,A00140461,12.0,2012-06-19,Cattle,Amakim,V7,Sede Eliyyahu,,2012
1474,364,A00139959,11.0,2012-06-13,Dog,Galil Golan,V7,Mas'Ade,,2012
1475,361,A00139687,10.0,2012-06-11,Dog,Galil Golan,V7,Shamir,,2012
1476,176,A00139415,9.0,2012-06-07,Dog,Galil Golan,V7,Dafna,,2012
1477,367,A00140979,14.0,2012-06-05,Cattle,Galil Golan,V7,,Ramat Sirin,2012
1478,239,A00138475,7.0,2012-05-29,Dog,Galil Golan,V7,Eli-Ad,,2012
1479,369,A00148072,21.0,2012-05-29,Dog,Galil Golan,V7,Eli-Ad,,2012
1480,185,A00138478,8.0,2012-05-29,Dog,Galil Golan,V7,Kefar Szold,,2012
1481,363,A00135038,6.0,2012-04-16,Dog,Galil Golan,V7,Allone Habashan,,2012
1482,202,A00131607,5.0,2012-03-05,Fox,Galil Golan,V1,Malkiyya,,2012
1483,358,A00130443,4.0,2012-02-20,Jackal,Amakim,V7,Kefar Ruppin,,2012
1484,357,A00129268,3.0,2012-02-06,Sheep,Amakim,V7,En Harod(Me'Uhad),,2012
1485,368,A00127474,2.0,2012-01-16,Dog,Galil Golan,V7,Shamir,,2012
1486,362,A00126338,1.0,2012-01-03,Jackal,Galil Golan,V1,Avne Etan,,2012
1487,233,A00125110,32.0,2011-12-19,Dog,Shfela Vahar,VII,Jerusalem,,2011
1488,243,A00122715,30.0,2011-11-22,Cattle,Galil Golan,I,Ma'Ale Gamla,,2011
